,event_id,cik,asset,economic_flows,none,neutral,negative,positive,reimbursement,name,event_type,begin_date,cpi_adjusted_cost
7164,26,948844,1,0,0,0,0,0,1,Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,2008-06-06,2355.7
7165,30,948844,0,1,0,0,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7166,33,948844,1,0,0,0,0,0,1,Midwest/Southeast Tornadoes (March 2009),Severe Storm,2009-03-25,2427.9
7167,34,948844,1,0,0,0,0,0,1,South/Southeast Severe Weather and Tornadoes (April 2009),Severe Storm,2009-04-09,2116.4
7168,3,948846,0,1,0,0,1,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7169,4,948846,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7170,28,949039,0,1,0,0,1,0,0,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
7171,3,949039,1,1,0,0,1,1,1,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7172,30,949039,1,1,1,0,1,1,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7173,4,949039,1,1,0,0,1,0,1,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7174,28,949156,1,1,0,0,1,0,0,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
7175,30,949156,1,1,0,0,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7176,40,949156,0,1,0,0,1,0,0,Northeast Winter Storm (February 2010),Winter Storm,2010-02-09,1192.8
7177,75,949156,0,1,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7178,195,949157,0,1,0,0,1,0,0,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
7179,280,949157,1,0,0,0,1,0,0,Hurricane Beryl (July 2024),Tropical Cyclone,2024-07-08,7219.0
7180,23,949297,1,0,0,0,0,0,1,Midwest Flooding (Summer 2008),Flooding,2008-04-01,14838.0
7181,3,949298,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7182,3,949373,1,0,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7183,4,949373,1,0,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7184,5,949373,1,0,0,0,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
7185,3,949536,1,1,0,0,1,1,1,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7186,147,949852,0,1,0,0,1,0,0,Western Wildfires California Firestorm (Summer-Fall 2018),Wildfire,2018-06-01,30000.0
7187,22,949961,1,0,0,0,1,0,1,Southeast Tornadoes (March 2008),Severe Storm,2008-03-14,1673.9
7188,25,949961,1,0,0,0,1,1,1,Midwest Tornadoes and Severe Weather (May 2008),Severe Storm,2008-05-22,4423.1
7189,26,949961,1,0,0,0,1,1,1,Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,2008-06-06,2355.7
7190,138,1000045,0,1,0,0,1,0,0,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
7191,139,1000045,0,1,0,0,1,0,0,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
7192,138,1000229,1,1,0,0,1,0,1,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
7193,139,1000229,0,1,0,0,1,0,0,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
7194,140,1000229,0,1,0,0,1,0,0,Hurricane Maria (September 2017),Tropical Cyclone,2017-09-19,115200.0
7195,195,1000229,1,1,0,0,1,0,1,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
7196,208,1000229,1,0,0,0,1,0,0,Tropical Storm Fred (August 2021),Tropical Cyclone,2021-08-16,1481.3
7197,209,1000229,1,0,0,0,1,0,0,Hurricane Ida (August 2021),Tropical Cyclone,2021-08-29,84608.1
7198,210,1000229,1,0,0,0,1,0,0,Hurricane Nicholas (September 2021),Tropical Cyclone,2021-09-14,1168.5
7199,28,1000229,1,0,0,0,1,0,0,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
7200,30,1000229,1,0,1,1,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7201,74,1000229,1,0,0,0,0,0,1,Hurricane Isaac (August 2012),Tropical Cyclone,2012-08-26,3786.1
7202,230,1000230,1,0,0,0,0,0,1,Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,2022-12-21,8951.7
7203,3,1000298,1,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7204,4,1000298,1,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7205,5,1000298,1,1,0,0,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
7206,75,1000298,0,1,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7207,3,1000623,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7208,4,1000623,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7209,75,1000683,0,1,0,1,0,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7210,3,1000697,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7211,138,1000753,0,1,1,1,1,0,0,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
7212,121,1001039,0,1,0,0,1,0,0,Hurricane Matthew (October 2016),Tropical Cyclone,2016-10-08,13100.0
7213,139,1001039,0,1,0,0,1,1,0,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
7214,140,1001082,0,1,1,1,1,0,0,Hurricane Maria (September 2017),Tropical Cyclone,2017-09-19,115200.0
7215,3,1001082,0,1,0,1,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7216,4,1001082,0,1,0,1,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7217,5,1001082,0,1,0,1,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
7218,3,1001115,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7219,30,1001115,1,1,1,1,1,0,1,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7220,4,1001115,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7221,3,1001250,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7222,4,1001250,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7223,30,1001279,1,1,0,0,1,0,1,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7224,4,1001279,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7225,3,1001604,1,1,0,0,1,0,1,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7226,4,1001604,1,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7227,5,1001604,1,0,0,0,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
7228,3,1001606,0,1,0,0,0,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7229,30,1001606,0,1,0,0,0,1,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7230,4,1001606,0,1,0,0,0,1,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7231,65,1001606,0,1,0,0,1,0,0,U.S. Drought/Heat Wave (2012),Drought,2012-01-01,41705.2
7232,77,1001606,0,1,0,0,1,0,0,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-03-01,14283.6
7233,195,1001614,1,1,0,0,1,1,0,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
7234,42,1001838,1,0,0,0,1,0,0,East/South Flooding and Severe Weather (May 2010),Flooding,2010-04-30,3308.8
7235,3,1001907,1,0,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7236,75,1002037,1,1,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7237,141,1002590,0,1,0,0,1,1,0,Central and Eastern Winter Storm (January 2018),Winter Storm,2018-01-03,1324.6
7238,3,1002590,0,1,0,0,1,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7239,4,1002590,0,1,0,0,0,1,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7240,75,1002590,1,1,1,1,1,1,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7241,97,1002590,0,1,0,0,1,1,0,Central and Eastern Winter storm Cold Wave (February 2015),Winter Storm,2015-02-14,3969.3
7242,30,1002902,1,0,0,0,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7243,13,1002910,0,1,0,0,1,1,0,Central Severe Weather (October 2006),Severe Storm,2006-10-02,1371.3
7244,158,1002910,0,1,0,0,1,0,0,Missouri River and North Central Flooding (March 2019),Flooding,2019-03-14,13408.9
7245,16,1002910,1,0,0,0,1,0,0,East/South Severe Weather and Flooding (April 2007),Severe Storm,2007-04-13,3836.9
7246,195,1002910,1,1,0,1,1,1,1,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
7247,23,1002910,0,1,0,0,1,0,0,Midwest Flooding (Summer 2008),Flooding,2008-04-01,14838.0
7248,249,1002910,1,1,0,0,1,0,0,Central Severe Weather (June 2023),Severe Storm,2023-06-28,1976.8
7249,252,1002910,1,0,0,0,1,0,1,North Central and Eastern Severe Weather (July 2023),Severe Storm,2023-07-28,1526.6
7250,45,1002910,1,0,0,0,1,0,0,Midwest/Northeast Severe Storms and Flooding (July 2010),Severe Storm,2010-07-20,1375.1
7251,50,1002910,1,1,0,0,1,0,0,Midwest/Southeast Tornadoes and Derecho (April 2011),Severe Storm,2011-04-04,3885.3
7252,51,1002910,1,1,0,0,1,0,0,Southeast/Midwest Tornadoes (April 2011),Severe Storm,2011-04-08,3051.0
7253,52,1002910,1,1,0,0,1,0,0,Midwest/Southeast Tornadoes (April 2011),Severe Storm,2011-04-14,2882.9
7254,53,1002910,1,0,0,0,1,0,0,Ohio Valley Derecho and Southern Tornadoes (April 2011),Severe Storm,2011-04-19,1452.8
7255,54,1002910,1,1,0,0,1,0,0,Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Severe Storm,2011-04-25,14310.7
7256,56,1002910,1,0,0,0,1,0,0,Midwest/Southeast Tornadoes (May 2011),Severe Storm,2011-05-22,12735.6
7257,75,1002910,0,1,1,1,1,0,1,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7258,8,1002910,1,1,0,0,1,0,0,Severe Storms and Tornadoes (March 2006),Severe Storm,2006-03-08,2113.3
7259,80,1002910,1,1,0,0,1,0,1,Illinois Flooding and Severe Weather (April 2013),Flooding,2013-04-16,1464.7
7260,81,1002910,1,0,0,0,1,0,0,Midwest/Plains/East Tornadoes (May 2013),Severe Storm,2013-05-18,3240.5
7261,90,1002910,0,1,0,0,1,0,0,Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,2014-04-27,2309.2
7262,98,1002910,0,1,0,0,1,0,0,Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,2015-04-07,2069.0
7263,195,1003201,0,1,0,0,1,0,0,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
7264,3,1003201,0,0,1,1,0,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7265,4,1003201,0,0,1,1,0,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7266,43,1003226,1,0,0,0,0,0,1,Oklahoma Kansas and Texas Tornadoes and Severe Weather (May 2010),Severe Storm,2010-05-10,4834.0
7267,106,1003344,0,1,0,0,1,0,0,Texas Tornadoes and Midwest Flooding (December 2015),Severe Storm,2015-12-26,2609.3
7268,109,1003344,0,1,0,0,1,0,0,Texas and Louisiana Flooding (March 2016),Flooding,2016-03-08,3052.1
7269,83,1003344,0,1,0,0,1,0,0,Midwest Severe Weather (August 2013),Severe Storm,2013-08-06,1406.7
7270,87,1003344,0,1,0,0,1,0,0,Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,2014-01-05,2933.4
7271,90,1003344,0,1,0,0,1,0,0,Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,2014-04-27,2309.2
7272,3,1003472,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7273,4,1003472,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7274,18,1003515,0,1,0,0,1,0,0,Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,2007-06-01,5519.7
7275,121,1004155,1,1,0,0,1,1,1,Hurricane Matthew (October 2016),Tropical Cyclone,2016-10-08,13100.0
7276,122,1004155,1,0,0,0,1,0,0,Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,2017-01-20,1436.5
7277,138,1004155,0,1,0,0,1,0,0,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
7278,139,1004155,1,1,0,0,1,1,1,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
7279,140,1004155,0,1,0,0,1,1,0,Hurricane Maria (September 2017),Tropical Cyclone,2017-09-19,115200.0
7280,156,1004155,1,0,0,0,1,0,1,Hurricane Michael (October 2018),Tropical Cyclone,2018-10-10,31218.8
7281,160,1004155,1,0,0,0,0,0,1,Texas Hail Storm (March 2019),Severe Storm,2019-03-22,1903.4
7282,161,1004155,1,0,0,0,0,0,1,Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,2019-04-13,1540.0
7283,171,1004155,1,1,0,0,0,0,1,Southeast Tornadoes and Northern Storms and Flooding (January 2020),Severe Storm,2020-01-10,1401.8
7284,189,1004155,1,0,0,0,1,0,0,Hurricane Sally (September 2020),Tropical Cyclone,2020-09-15,8801.5
7285,191,1004155,1,1,0,0,1,0,1,Hurricane Zeta (October 2020),Tropical Cyclone,2020-10-28,5266.0
7286,195,1004155,0,1,0,0,1,1,0,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
7287,209,1004155,1,1,0,0,1,0,1,Hurricane Ida (August 2021),Tropical Cyclone,2021-08-29,84608.1
7288,217,1004155,1,0,0,0,1,0,1,Southeast Tornado Outbreak (April 2022),Severe Storm,2022-04-04,1544.8
7289,256,1004155,1,0,0,0,0,0,1,Hurricane Idalia (August 2023),Tropical Cyclone,2023-08-29,3559.7
7290,28,1004155,1,0,0,0,1,0,0,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
7291,3,1004155,1,1,0,1,1,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7292,30,1004155,1,0,0,0,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7293,4,1004155,1,1,0,1,1,1,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7294,3,1004440,0,1,0,0,1,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7295,4,1004440,0,1,0,0,1,1,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7296,48,1004440,0,1,0,0,1,0,0,Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,2011-03-01,17109.5
7297,62,1004440,1,1,1,0,1,0,0,Hurricane Irene (August 2011),Tropical Cyclone,2011-08-26,18756.7
7298,64,1004440,1,0,0,0,1,0,0,Northeastern Winter Storm (October 2011),Winter Storm,2011-10-29,1285.8
7299,8,1004440,0,1,0,0,1,0,0,Severe Storms and Tornadoes (March 2006),Severe Storm,2006-03-08,2113.3
7300,75,1004702,0,1,1,1,1,1,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7301,103,1004980,1,1,1,0,1,0,1,Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,2015-06-01,3996.9
7302,107,1004980,0,1,0,0,1,0,0,West/Northeast/Southeast Drought (2016),Drought,2016-01-01,4580.0
7303,117,1004980,1,1,1,0,1,0,1,Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,2016-06-01,3137.5
7304,134,1004980,1,1,1,1,1,0,1,Western Wildfires California Firestorm (Summer-Fall 2017),Wildfire,2017-06-01,23226.5
7305,147,1004980,1,1,1,1,1,0,1,Western Wildfires California Firestorm (Summer-Fall 2018),Wildfire,2018-06-01,30000.0
7306,166,1004980,1,1,1,1,1,0,1,California and Alaska Wildfires (Summer-Fall 2019),Wildfire,2019-06-01,5535.0
7307,182,1004980,1,1,0,0,1,0,0,Western/Central Drought and Heat Wave (Summer-Fall 2020),Drought,2020-06-01,5439.1
7308,185,1004980,1,1,1,1,1,0,1,Western Wildfires - California Oregon Washington Firestorms (Fall 2020),Wildfire,2020-08-01,19904.5
7309,193,1004980,1,1,0,1,1,0,0,Western Drought and Heat Wave (2021),Drought,2021-01-01,10201.9
7310,20,1004980,1,0,0,0,1,0,0,Western Central and Northeast Severe Weather (January 2008),Severe Storm,2008-01-04,1463.3
7311,202,1004980,1,1,1,1,1,0,1,Western Wildfires (2021),Wildfire,2021-06-01,12064.0
7312,213,1004980,1,1,0,1,1,0,0,Western/Central Drought and Heat Wave (2022),Drought,2022-01-01,23480.6
7313,216,1004980,1,1,1,1,1,0,1,Western Wildfires (Spring-Fall 2022),Wildfire,2022-04-01,3296.6
7314,230,1004980,1,1,0,0,1,0,0,Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,2022-12-21,8951.7
7315,77,1004980,0,1,0,0,1,0,0,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-03-01,14283.6
7316,8,1004980,0,1,0,0,0,0,1,Severe Storms and Tornadoes (March 2006),Severe Storm,2006-03-08,2113.3
7317,86,1004980,0,1,0,0,1,0,0,Western Drought (2014),Drought,2014-01-01,5334.8
7318,284,1005229,1,0,0,0,1,0,0,Hurricane Helene (September 2024),Tropical Cyclone,2024-09-24,78721.0
7319,30,1005229,0,1,0,0,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7320,14,1005286,0,1,0,0,1,0,0,California Freeze (January 2007),Freeze,2007-01-11,2184.0
7321,65,1005286,0,1,0,0,1,0,0,U.S. Drought/Heat Wave (2012),Drought,2012-01-01,41705.2
7322,75,1005409,0,1,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7323,3,1005414,1,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7324,4,1005414,1,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7325,75,1005414,1,0,0,0,0,0,1,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7326,3,1005972,1,0,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7327,5,1005972,1,0,0,0,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
7328,75,1006269,0,1,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7329,141,1006655,0,1,0,0,1,0,0,Central and Eastern Winter Storm (January 2018),Winter Storm,2018-01-03,1324.6
7330,195,1006655,0,1,0,0,1,0,0,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
7331,75,1007019,1,0,0,0,0,0,1,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7332,138,1007587,0,1,0,0,1,0,0,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
7333,139,1007587,0,1,0,0,1,0,0,Hurricane Irma (September 2017),Tropical Cyclone,2017-09-06,64000.0
7334,140,1007587,0,1,0,0,1,0,0,Hurricane Maria (September 2017),Tropical Cyclone,2017-09-19,115200.0
7335,3,1008654,1,1,0,0,1,0,1,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7336,4,1008654,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7337,6,1008654,1,0,0,0,0,0,1,Numerous Wildfires (2006),Wildfire,2006-01-01,2332.8
7338,28,1009244,1,1,0,0,1,0,1,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
7339,29,1009244,1,0,0,0,1,0,0,U.S. Wildfires (Fall 2008),Wildfire,2008-09-01,1777.0
7340,3,1009244,1,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7341,30,1009244,1,1,0,0,1,0,1,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7342,4,1009244,1,1,0,0,1,0,1,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7343,28,1009672,0,1,0,0,1,0,0,Hurricane Gustav (September 2008),Tropical Cyclone,2008-08-31,8635.7
7344,3,1009672,0,1,0,0,1,0,1,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7345,4,1009672,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7346,4,1010247,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7347,30,1010286,0,1,0,0,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7348,162,1010612,1,0,0,0,0,0,1,South and Southeast Severe Weather (May 2019),Severe Storm,2019-05-07,1862.4
7349,165,1010612,1,0,0,0,0,0,1,Rockies Central and Northeast Tornadoes and Severe Weather (May 2019),Severe Storm,2019-05-26,5655.6
7350,50,1010612,1,0,0,0,0,0,1,Midwest/Southeast Tornadoes and Derecho (April 2011),Severe Storm,2011-04-04,3885.3
7351,51,1010612,1,0,0,0,1,0,1,Southeast/Midwest Tornadoes (April 2011),Severe Storm,2011-04-08,3051.0
7352,52,1010612,1,0,0,0,1,0,1,Midwest/Southeast Tornadoes (April 2011),Severe Storm,2011-04-14,2882.9
7353,54,1010612,1,0,0,0,1,0,1,Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Severe Storm,2011-04-25,14310.7
7354,56,1010612,1,0,0,0,1,0,1,Midwest/Southeast Tornadoes (May 2011),Severe Storm,2011-05-22,12735.6
7355,58,1010612,1,0,0,0,1,0,1,Midwest/Southeast Tornadoes and Severe Weather (June 2011),Severe Storm,2011-06-18,2152.3
7356,68,1010612,1,0,0,0,1,0,0,Midwest Tornadoes (April 2012),Severe Storm,2012-04-13,1539.4
7357,69,1010612,1,0,0,0,1,0,0,Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,2012-04-28,4488.6
7358,70,1010612,1,0,0,0,1,0,0,Southern Plains/Midwest/Northeast Severe Weather (May 2012),Severe Storm,2012-05-25,3156.1
7359,97,1010612,1,0,0,0,0,0,1,Central and Eastern Winter storm Cold Wave (February 2015),Winter Storm,2015-02-14,3969.3
7360,3,1010775,1,1,0,0,1,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7361,3,1011064,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7362,4,1011064,0,1,0,1,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7363,5,1011064,1,1,0,1,1,0,0,Hurricane Wilma (October 2005),Tropical Cyclone,2005-10-24,30020.0
7364,17,1011174,0,1,0,1,0,0,0,Western Wildfires (Summer 2007),Wildfire,2007-06-01,4139.4
7365,138,1011290,1,0,0,0,1,0,1,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08-25,160000.0
7366,30,1011290,1,0,0,0,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7367,87,1011432,0,1,0,0,1,0,0,Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,2014-01-05,2933.4
7368,75,1011570,1,0,0,0,1,0,0,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10-30,88453.9
7369,107,1011659,0,1,0,1,0,1,0,West/Northeast/Southeast Drought (2016),Drought,2016-01-01,4580.0
7370,134,1011659,0,1,0,0,1,0,0,Western Wildfires California Firestorm (Summer-Fall 2017),Wildfire,2017-06-01,23226.5
7371,147,1011659,0,1,0,0,1,0,0,Western Wildfires California Firestorm (Summer-Fall 2018),Wildfire,2018-06-01,30000.0
7372,77,1011659,0,1,0,0,1,0,0,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-03-01,14283.6
7373,86,1011659,0,1,0,0,1,0,0,Western Drought (2014),Drought,2014-01-01,5334.8
7374,96,1011659,0,1,0,1,1,1,0,Western Drought (2015),Drought,2015-01-01,6029.3
7375,30,1012019,0,1,0,0,1,0,0,Hurricane Ike (September 2008),Tropical Cyclone,2008-09-12,43198.4
7376,195,1012100,0,1,0,0,1,0,0,Northwest Central Eastern Winter Storm and Cold Wave (February 2021),Winter Storm,2021-02-10,27223.2
7377,3,1012100,0,1,0,1,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7378,4,1012100,0,1,0,1,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7379,3,1012393,0,1,0,0,1,0,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7380,4,1012393,0,1,0,0,1,0,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7381,3,1012569,0,1,0,0,1,1,0,Hurricane Katrina (August 2005),Tropical Cyclone,2005-08-25,201297.5
7382,4,1012569,0,1,0,0,1,1,0,Hurricane Rita (September 2005),Tropical Cyclone,2005-09-20,29415.2
7383,74,1012569,0,1,0,0,1,0,0,Hurricane Isaac (August 2012),Tropical Cyclone,2012-08-26,3786.1
7384,125,1012620,0,1,0,0,1,0,0,North Dakota South Dakota and Montana Drought (Spring-Fall 2017),Drought,2017-03-01,3250.0
7385,156,1012620,1,1,0,0,1,0,1,Hurricane Michael (October 2018),Tropical Cyclone,2018-10-10,31218.8
7386,158,1012620,0,1,0,0,1,0,0,Missouri River and North Central Flooding (March 2019),Flooding,2019-03-14,13408.9
7387,159,1012620,0,1,0,0,1,0,0,Mississippi River Midwest and Southern Flooding (July 2019),Flooding,2019-03-15,7649.6
7388,18,1012620,0,1,0,0,1,0,0,Western/Eastern Drought/Heat Wave (Summer-Fall 2007),Drought,2007-06-01,5519.7
7389,19,1012620,0,1,0,0,1,0,0,U.S. Drought (2008),Drought,2008-01-01,10444.7
7390,23,1012620,0,1,0,0,1,0,1,Midwest Flooding (Summer 2008),Flooding,2008-04-01,14838.0
